scenario,run,total_treatmentfailures,year
mft_al5_asaq_dhappq,24,43375688,2031
mft_al5_asaq_dhappq,25,42762424,2031
mft_al5_asaq_dhappq,26,41997244,2031
mft_al5_asaq_dhappq,27,42223032,2031
mft_al5_asaq_dhappq,28,41591248,2031
mft_al5_asaq_dhappq,29,43235320,2031
mft_al5_asaq_dhappq,30,41280804,2031
mft_al5_asaq_dhappq,31,42409340,2031
mft_al75_asaq25,0,54952388,2031
mft_al75_asaq25,1,55896572,2031
mft_al75_asaq25,2,54278584,2031
mft_al75_asaq25,3,53875352,2031
mft_al75_asaq25,4,53700700,2031
mft_al75_asaq25,5,54907512,2031
mft_al75_asaq25,6,53979380,2031
mft_al75_asaq25,7,54651592,2031
mft_al75_asaq25,8,54994584,2031
mft_al75_asaq25,9,55070800,2031
mft_al75_asaq25,10,53627736,2031
mft_al75_asaq25,11,52591920,2031
mft_al75_asaq25,12,52974904,2031
mft_al75_asaq25,13,56369224,2031
mft_al75_asaq25,14,54910060,2031
mft_al75_asaq25,15,53582196,2031
mft_al75_asaq25,16,53973196,2031
mft_al75_asaq25,17,54082604,2031
mft_al75_asaq25,18,53365148,2031
mft_al75_asaq25,19,54314216,2031
mft_al75_asaq25,20,54429816,2031
mft_al75_asaq25,21,55801636,2031
mft_al75_asaq25,22,54672496,2031
mft_al75_asaq25,23,52474832,2031
mft_al75_asaq25,24,55089968,2031
mft_al75_asaq25,25,53370492,2031
mft_al75_asaq25,26,52674644,2031
mft_al75_asaq25,27,53831320,2031
mft_al75_asaq25,28,53185144,2031
mft_al75_asaq25,29,54111532,2031
mft_al75_asaq25,30,53664852,2031
mft_al75_asaq25,31,52518292,2031
mft_al75_dhappq25,0,53230496,2031
mft_al75_dhappq25,1,54706912,2031
mft_al75_dhappq25,2,53035068,2031
mft_al75_dhappq25,3,53791492,2031
mft_al75_dhappq25,4,54935988,2031
mft_al75_dhappq25,5,55319200,2031
mft_al75_dhappq25,6,53511012,2031
mft_al75_dhappq25,7,52979188,2031
mft_al75_dhappq25,8,53045868,2031
mft_al75_dhappq25,9,53748104,2031
mft_al75_dhappq25,10,53968416,2031
mft_al75_dhappq25,11,54082856,2031
mft_al75_dhappq25,12,55001316,2031
mft_al75_dhappq25,13,54118556,2031
mft_al75_dhappq25,14,53736224,2031
mft_al75_dhappq25,15,55130252,2031
mft_al75_dhappq25,16,54591304,2031
mft_al75_dhappq25,17,52790544,2031
mft_al75_dhappq25,18,53730064,2031
mft_al75_dhappq25,19,53423524,2031
mft_al75_dhappq25,20,54417664,2031
mft_al75_dhappq25,21,54399004,2031
mft_al75_dhappq25,22,55117628,2031
mft_al75_dhappq25,23,53449156,2031
mft_al75_dhappq25,24,55535140,2031
mft_al75_dhappq25,25,52367016,2031
mft_al75_dhappq25,26,53792768,2031
mft_al75_dhappq25,27,55255408,2031
mft_al75_dhappq25,28,55334924,2031
mft_al75_dhappq25,29,53800472,2031
mft_al75_dhappq25,30,52979972,2031
mft_al75_dhappq25,31,57850316,2031
mft_al_asaq_dhappq,0,44223388,2031
mft_al_asaq_dhappq,1,44314080,2031
mft_al_asaq_dhappq,2,44440632,2031
mft_al_asaq_dhappq,3,43714476,2031
mft_al_asaq_dhappq,4,44315324,2031
mft_al_asaq_dhappq,5,46852040,2031
mft_al_asaq_dhappq,6,43822684,2031
mft_al_asaq_dhappq,7,45480692,2031
mft_al_asaq_dhappq,8,44279716,2031
mft_al_asaq_dhappq,9,45109120,2031
mft_al_asaq_dhappq,10,45008840,2031
mft_al_asaq_dhappq,11,44582840,2031
mft_al_asaq_dhappq,12,45144744,2031
mft_al_asaq_dhappq,13,45037524,2031
mft_al_asaq_dhappq,14,45026500,2031
mft_al_asaq_dhappq,15,44057572,2031
mft_al_asaq_dhappq,16,43664812,2031
mft_al_asaq_dhappq,17,44974772,2031
mft_al_asaq_dhappq,18,44809784,2031
mft_al_asaq_dhappq,19,44455200,2031
mft_al_asaq_dhappq,20,44157628,2031
mft_al_asaq_dhappq,21,43747436,2031
mft_al_asaq_dhappq,22,45579388,2031
mft_al_asaq_dhappq,23,46785048,2031
mft_al_asaq_dhappq,24,46110912,2031
mft_al_asaq_dhappq,25,43578204,2031
mft_al_asaq_dhappq,26,45549848,2031
mft_al_asaq_dhappq,27,45782944,2031
mft_al_asaq_dhappq,28,45086296,2031
mft_al_asaq_dhappq,29,44947748,2031
mft_al_asaq_dhappq,30,45208260,2031
mft_al_asaq_dhappq,31,45142128,2031
mft_asaq25_dhappq75,0,45360136,2031
mft_asaq25_dhappq75,1,44856256,2031
mft_asaq25_dhappq75,2,45371296,2031
mft_asaq25_dhappq75,3,45301604,2031
mft_asaq25_dhappq75,4,44828408,2031
mft_asaq25_dhappq75,5,45878532,2031
mft_asaq25_dhappq75,6,45791768,2031
mft_asaq25_dhappq75,7,45896380,2031
mft_asaq25_dhappq75,8,44482236,2031
mft_asaq25_dhappq75,9,45113636,2031
mft_asaq25_dhappq75,10,46486304,2031
mft_asaq25_dhappq75,11,47176188,2031
mft_asaq25_dhappq75,12,44142228,2031
mft_asaq25_dhappq75,13,45905828,2031
mft_asaq25_dhappq75,14,45157152,2031
mft_asaq25_dhappq75,15,47674620,2031
mft_asaq25_dhappq75,16,45561872,2031
mft_asaq25_dhappq75,17,45577616,2031
mft_asaq25_dhappq75,18,45914600,2031
mft_asaq25_dhappq75,19,44944032,2031
mft_asaq25_dhappq75,20,45464940,2031
mft_asaq25_dhappq75,21,46929620,2031
mft_asaq25_dhappq75,22,44466036,2031
mft_asaq25_dhappq75,23,44787064,2031
mft_asaq25_dhappq75,24,44236884,2031
mft_asaq25_dhappq75,25,44455220,2031
mft_asaq25_dhappq75,26,45398076,2031
mft_asaq25_dhappq75,27,45115256,2031
mft_asaq25_dhappq75,28,44605172,2031
mft_asaq25_dhappq75,29,46559744,2031
mft_asaq25_dhappq75,30,45336960,2031
mft_asaq25_dhappq75,31,46304656,2031
mft_asaq50_dhappq50,0,39874568,2031
mft_asaq50_dhappq50,1,39717952,2031
mft_asaq50_dhappq50,2,38742276,2031
mft_asaq50_dhappq50,3,38766156,2031
mft_asaq50_dhappq50,4,39699844,2031
mft_asaq50_dhappq50,5,39083636,2031
mft_asaq50_dhappq50,6,39092220,2031
mft_asaq50_dhappq50,7,39523056,2031
mft_asaq50_dhappq50,8,40068408,2031
mft_asaq50_dhappq50,9,39345916,2031
mft_asaq50_dhappq50,10,39788568,2031
mft_asaq50_dhappq50,11,39872360,2031
mft_asaq50_dhappq50,12,39695812,2031
mft_asaq50_dhappq50,13,39662004,2031
mft_asaq50_dhappq50,14,39756756,2031
mft_asaq50_dhappq50,15,38852824,2031
mft_asaq50_dhappq50,16,40520368,2031
mft_asaq50_dhappq50,17,38962568,2031
mft_asaq50_dhappq50,18,39417872,2031
mft_asaq50_dhappq50,19,39650776,2031
mft_asaq50_dhappq50,20,38821708,2031
mft_asaq50_dhappq50,21,39078604,2031
mft_asaq50_dhappq50,22,39093864,2031
mft_asaq50_dhappq50,23,40416264,2031
mft_asaq50_dhappq50,24,39663224,2031
mft_asaq50_dhappq50,25,40061136,2031
mft_asaq50_dhappq50,26,39296452,2031
mft_asaq50_dhappq50,27,39731712,2031
mft_asaq50_dhappq50,28,40201740,2031
mft_asaq50_dhappq50,29,39318236,2031
mft_asaq50_dhappq50,30,40487032,2031
mft_asaq50_dhappq50,31,39266220,2031
mft_asaq75_dhappq25,0,36889108,2031
mft_asaq75_dhappq25,1,37548244,2031
mft_asaq75_dhappq25,2,38389528,2031
mft_asaq75_dhappq25,3,38148244,2031
mft_asaq75_dhappq25,4,37569260,2031
mft_asaq75_dhappq25,5,38528172,2031
mft_asaq75_dhappq25,6,37288440,2031
mft_asaq75_dhappq25,7,36985280,2031
mft_asaq75_dhappq25,8,38358812,2031
mft_asaq75_dhappq25,9,37952008,2031
mft_asaq75_dhappq25,10,36916780,2031
mft_asaq75_dhappq25,11,37315984,2031
mft_asaq75_dhappq25,12,37010324,2031
mft_asaq75_dhappq25,13,36347304,2031
mft_asaq75_dhappq25,14,38059452,2031
mft_asaq75_dhappq25,15,36986088,2031
mft_asaq75_dhappq25,16,37570952,2031
mft_asaq75_dhappq25,17,36798084,2031
mft_asaq75_dhappq25,18,37750016,2031
mft_asaq75_dhappq25,19,36584244,2031
mft_asaq75_dhappq25,20,38136192,2031
mft_asaq75_dhappq25,21,37850092,2031
mft_asaq75_dhappq25,22,37122088,2031
mft_asaq75_dhappq25,23,37827856,2031
mft_asaq75_dhappq25,24,37016360,2031
mft_asaq75_dhappq25,25,35886368,2031
mft_asaq75_dhappq25,26,36457916,2031
mft_asaq75_dhappq25,27,39247444,2031
mft_asaq75_dhappq25,28,38590892,2031
mft_asaq75_dhappq25,29,39010640,2031
mft_asaq75_dhappq25,30,38211032,2031
mft_asaq75_dhappq25,31,37209496,2031
status_quo,0,59743220,2031
status_quo,1,58900060,2031
status_quo,2,58385072,2031
status_quo,3,58992944,2031
status_quo,4,59235360,2031
status_quo,5,61502548,2031
status_quo,6,58667340,2031
status_quo,7,60850108,2031
status_quo,8,59564804,2031
status_quo,9,59022444,2031
status_quo,10,59100428,2031
status_quo,11,60320736,2031
status_quo,12,63340880,2031
status_quo,13,60225516,2031
status_quo,14,60370428,2031
status_quo,15,59909984,2031
status_quo,16,61631668,2031
status_quo,17,59052656,2031
status_quo,18,58084508,2031
status_quo,19,59985828,2031
status_quo,20,59083908,2031
status_quo,21,58646336,2031
status_quo,22,61036556,2031
status_quo,23,59047876,2031
status_quo,24,59108872,2031
status_quo,25,60559572,2031
status_quo,26,58525396,2031
status_quo,27,57951680,2031
status_quo,28,57624732,2031
status_quo,29,59017456,2031
status_quo,30,58124016,2031
status_quo,31,62263860,2031
tact_al4y_alaq,0,52943336,2031
tact_al4y_alaq,1,51551916,2031
tact_al4y_alaq,2,53187620,2031
tact_al4y_alaq,3,49909552,2031
tact_al4y_alaq,4,51214992,2031
tact_al4y_alaq,5,50326932,2031
tact_al4y_alaq,6,51383732,2031
tact_al4y_alaq,7,50121556,2031
tact_al4y_alaq,8,52716756,2031
tact_al4y_alaq,9,50441232,2031
tact_al4y_alaq,10,50252896,2031
tact_al4y_alaq,11,49810132,2031
tact_al4y_alaq,12,50667736,2031
tact_al4y_alaq,13,50603240,2031
tact_al4y_alaq,14,51022188,2031
tact_al4y_alaq,15,52395416,2031
tact_al4y_alaq,16,50469744,2031
tact_al4y_alaq,17,51791464,2031
tact_al4y_alaq,18,51498464,2031
tact_al4y_alaq,19,51143368,2031
tact_al4y_alaq,20,50674892,2031
tact_al4y_alaq,21,49392556,2031
tact_al4y_alaq,22,52112828,2031
tact_al4y_alaq,23,50025752,2031
tact_al4y_alaq,24,52535132,2031
tact_al4y_alaq,25,49652456,2031
tact_al4y_alaq,26,51707404,2031
tact_al4y_alaq,27,49995480,2031
tact_al4y_alaq,28,51389760,2031
tact_al4y_alaq,29,48960552,2031
tact_al4y_alaq,30,50712928,2031
tact_al4y_alaq,31,53448636,2031
tact_al_asaq_alaq,0,43308396,2031
tact_al_asaq_alaq,1,44873468,2031
tact_al_asaq_alaq,2,42205532,2031
tact_al_asaq_alaq,3,42901676,2031
tact_al_asaq_alaq,4,42809800,2031
tact_al_asaq_alaq,5,43720668,2031
tact_al_asaq_alaq,6,41885480,2031
tact_al_asaq_alaq,7,43022548,2031
tact_al_asaq_alaq,8,44425220,2031
tact_al_asaq_alaq,9,41709744,2031
tact_al_asaq_alaq,10,43600352,2031
tact_al_asaq_alaq,11,42680924,2031
tact_al_asaq_alaq,12,41673124,2031
tact_al_asaq_alaq,13,42851764,2031
tact_al_asaq_alaq,14,42644688,2031
tact_al_asaq_alaq,15,43642832,2031
tact_al_asaq_alaq,16,43160576,2031
tact_al_asaq_alaq,17,43976708,2031
tact_al_asaq_alaq,18,43216760,2031
tact_al_asaq_alaq,19,41727900,2031
tact_al_asaq_alaq,20,42119044,2031
tact_al_asaq_alaq,21,43759388,2031
tact_al_asaq_alaq,22,42800240,2031
tact_al_asaq_alaq,23,44117660,2031
tact_al_asaq_alaq,24,44303028,2031
tact_al_asaq_alaq,25,42053840,2031
tact_al_asaq_alaq,26,42987832,2031
tact_al_asaq_alaq,27,43255796,2031
tact_al_asaq_alaq,28,41690268,2031
tact_al_asaq_alaq,29,42899684,2031
tact_al_asaq_alaq,30,44412624,2031
tact_al_asaq_alaq,31,45059204,2031
tact_al_dhappq_alaq,0,42103304,2031
tact_al_dhappq_alaq,1,41906004,2031
tact_al_dhappq_alaq,2,44636112,2031
tact_al_dhappq_alaq,3,44002696,2031
tact_al_dhappq_alaq,4,43750732,2031
tact_al_dhappq_alaq,5,41848788,2031
tact_al_dhappq_alaq,6,44238420,2031
tact_al_dhappq_alaq,7,42182968,2031
tact_al_dhappq_alaq,8,42723264,2031
tact_al_dhappq_alaq,9,43668012,2031
tact_al_dhappq_alaq,10,41896160,2031
tact_al_dhappq_alaq,11,42834328,2031
tact_al_dhappq_alaq,12,44116472,2031
tact_al_dhappq_alaq,13,42767748,2031
tact_al_dhappq_alaq,14,42742420,2031
tact_al_dhappq_alaq,15,44433396,2031
tact_al_dhappq_alaq,16,45680872,2031
tact_al_dhappq_alaq,17,42944020,2031
tact_al_dhappq_alaq,18,41682392,2031
tact_al_dhappq_alaq,19,44415136,2031
tact_al_dhappq_alaq,20,44380396,2031
tact_al_dhappq_alaq,21,46081724,2031
tact_al_dhappq_alaq,22,42023332,2031
tact_al_dhappq_alaq,23,44173212,2031
tact_al_dhappq_alaq,24,43651992,2031
tact_al_dhappq_alaq,25,42286980,2031
tact_al_dhappq_alaq,26,44197796,2031
tact_al_dhappq_alaq,27,43826112,2031
tact_al_dhappq_alaq,28,42258232,2031
tact_al_dhappq_alaq,29,42093372,2031
tact_al_dhappq_alaq,30,42722296,2031
tact_al_dhappq_alaq,31,41897320,2031
tact_alaq,0,33179872,2031
tact_alaq,1,34379312,2031
tact_alaq,2,34576212,2031
tact_alaq,3,34711672,2031
tact_alaq,4,34351600,2031
tact_alaq,5,33831756,2031
tact_alaq,6,34687904,2031
tact_alaq,7,34263112,2031
tact_alaq,8,34867612,2031
tact_alaq,9,35188092,2031
tact_alaq,10,33838936,2031
tact_alaq,11,34384372,2031
tact_alaq,12,35875276,2031
tact_alaq,13,35667960,2031
tact_alaq,14,35339060,2031
tact_alaq,15,34083884,2031
tact_alaq,16,34437372,2031
tact_alaq,17,36709872,2031
tact_alaq,18,35163932,2031
tact_alaq,19,33043844,2031
tact_alaq,20,34701524,2031
tact_alaq,21,36073764,2031
tact_alaq,22,35371852,2031
tact_alaq,23,33613928,2031
tact_alaq,24,33814816,2031
tact_alaq,25,34703200,2031
tact_alaq,26,33856152,2031
tact_alaq,27,33825316,2031
tact_alaq,28,33898244,2031
tact_alaq,29,33796116,2031
tact_alaq,30,33524468,2031
tact_alaq,31,35071964,2031
tact_asaq4y_alaq,0,36526560,2031
tact_asaq4y_alaq,1,36344040,2031
tact_asaq4y_alaq,2,37525992,2031
tact_asaq4y_alaq,3,36289796,2031
tact_asaq4y_alaq,4,37594320,2031
tact_asaq4y_alaq,5,35869772,2031
tact_asaq4y_alaq,6,35404596,2031
tact_asaq4y_alaq,7,35977628,2031
tact_asaq4y_alaq,8,36884188,2031
tact_asaq4y_alaq,9,36245068,2031
tact_asaq4y_alaq,10,36459960,2031
tact_asaq4y_alaq,11,36792976,2031
tact_asaq4y_alaq,12,35765284,2031
tact_asaq4y_alaq,13,37073548,2031
tact_asaq4y_alaq,14,36790144,2031
tact_asaq4y_alaq,15,35680952,2031
tact_asaq4y_alaq,16,36235780,2031
tact_asaq4y_alaq,17,35515032,2031
tact_asaq4y_alaq,18,36180056,2031
tact_asaq4y_alaq,19,35518388,2031
tact_asaq4y_alaq,20,36563264,2031
tact_asaq4y_alaq,21,36205812,2031
tact_asaq4y_alaq,22,36094156,2031
tact_asaq4y_alaq,23,35948692,2031
tact_asaq4y_alaq,24,36284356,2031
tact_asaq4y_alaq,25,35929972,2031
tact_asaq4y_alaq,26,36550088,2031
tact_asaq4y_alaq,27,35691492,2031
tact_asaq4y_alaq,28,35963248,2031
tact_asaq4y_alaq,29,35644024,2031
tact_asaq4y_alaq,30,37311584,2031
tact_asaq4y_alaq,31,35603536,2031
tact_asaq_al_alaq,0,44264792,2031
tact_asaq_al_alaq,1,43693292,2031
tact_asaq_al_alaq,2,45776828,2031
tact_asaq_al_alaq,3,44400132,2031
tact_asaq_al_alaq,4,44373224,2031
tact_asaq_al_alaq,5,42983788,2031
tact_asaq_al_alaq,6,43931868,2031
tact_asaq_al_alaq,7,43507520,2031
tact_asaq_al_alaq,8,46800600,2031
tact_asaq_al_alaq,9,42848900,2031
tact_asaq_al_alaq,10,41889644,2031
tact_asaq_al_alaq,11,44016912,2031
tact_asaq_al_alaq,12,43569476,2031
tact_asaq_al_alaq,13,42918780,2031
tact_asaq_al_alaq,14,44253976,2031
tact_asaq_al_alaq,15,42240300,2031
tact_asaq_al_alaq,16,44194832,2031
tact_asaq_al_alaq,17,44113916,2031
tact_asaq_al_alaq,18,43465060,2031
tact_asaq_al_alaq,19,44289492,2031
tact_asaq_al_alaq,20,46379872,2031
tact_asaq_al_alaq,21,44003352,2031
tact_asaq_al_alaq,22,42252196,2031
tact_asaq_al_alaq,23,42593680,2031
tact_asaq_al_alaq,24,44001116,2031
tact_asaq_al_alaq,25,42275744,2031
tact_asaq_al_alaq,26,43022024,2031
tact_asaq_al_alaq,27,43280840,2031
tact_asaq_al_alaq,28,44346432,2031
tact_asaq_al_alaq,29,44746676,2031
tact_asaq_al_alaq,30,42898852,2031
tact_asaq_al_alaq,31,43804500,2031
tact_asaq_dhappq_alaq,0,36999292,2031
tact_asaq_dhappq_alaq,1,38028268,2031
tact_asaq_dhappq_alaq,2,36510964,2031
tact_asaq_dhappq_alaq,3,35190356,2031
tact_asaq_dhappq_alaq,4,37476308,2031
tact_asaq_dhappq_alaq,5,36529960,2031
tact_asaq_dhappq_alaq,6,36386656,2031
tact_asaq_dhappq_alaq,7,36173156,2031
tact_asaq_dhappq_alaq,8,37785172,2031
tact_asaq_dhappq_alaq,9,35953048,2031
tact_asaq_dhappq_alaq,10,35931384,2031
tact_asaq_dhappq_alaq,11,36746672,2031
tact_asaq_dhappq_alaq,12,36820052,2031
tact_asaq_dhappq_alaq,13,34869920,2031
tact_asaq_dhappq_alaq,14,36704656,2031
tact_asaq_dhappq_alaq,15,36895056,2031
tact_asaq_dhappq_alaq,16,35949264,2031
tact_asaq_dhappq_alaq,17,36203480,2031
tact_asaq_dhappq_alaq,18,36895348,2031
tact_asaq_dhappq_alaq,19,37839760,2031
tact_asaq_dhappq_alaq,20,35918636,2031
tact_asaq_dhappq_alaq,21,36998868,2031
tact_asaq_dhappq_alaq,22,37978708,2031
tact_asaq_dhappq_alaq,23,36852640,2031
tact_asaq_dhappq_alaq,24,35199208,2031
tact_asaq_dhappq_alaq,25,36844872,2031
tact_asaq_dhappq_alaq,26,37287632,2031
tact_asaq_dhappq_alaq,27,35595876,2031
tact_asaq_dhappq_alaq,28,35544312,2031
tact_asaq_dhappq_alaq,29,37352108,2031
tact_asaq_dhappq_alaq,30,36486700,2031
tact_asaq_dhappq_alaq,31,36468048,2031
tact_dhappq4y_alaq,0,40843256,2031
tact_dhappq4y_alaq,1,41222120,2031
tact_dhappq4y_alaq,2,40659804,2031
tact_dhappq4y_alaq,3,41334572,2031
tact_dhappq4y_alaq,4,40476764,2031
tact_dhappq4y_alaq,5,40929124,2031
tact_dhappq4y_alaq,6,39695564,2031
tact_dhappq4y_alaq,7,40566464,2031
tact_dhappq4y_alaq,8,40263528,2031
tact_dhappq4y_alaq,9,39878348,2031
tact_dhappq4y_alaq,10,40944368,2031
tact_dhappq4y_alaq,11,40114572,2031
tact_dhappq4y_alaq,12,42349316,2031
tact_dhappq4y_alaq,13,40902332,2031
tact_dhappq4y_alaq,14,41304004,2031
tact_dhappq4y_alaq,15,41517260,2031
tact_dhappq4y_alaq,16,39669640,2031
tact_dhappq4y_alaq,17,41301640,2031
tact_dhappq4y_alaq,18,41692508,2031
tact_dhappq4y_alaq,19,39570572,2031
tact_dhappq4y_alaq,20,40659440,2031
tact_dhappq4y_alaq,21,43395296,2031
tact_dhappq4y_alaq,22,43159556,2031
tact_dhappq4y_alaq,23,39832932,2031
tact_dhappq4y_alaq,24,40957288,2031
tact_dhappq4y_alaq,25,41073264,2031
tact_dhappq4y_alaq,26,42622548,2031
tact_dhappq4y_alaq,27,41420596,2031
tact_dhappq4y_alaq,28,43556716,2031
tact_dhappq4y_alaq,29,41727472,2031
tact_dhappq4y_alaq,30,40796724,2031
tact_dhappq4y_alaq,31,40394428,2031
tact_dhappq_al_alaq,0,44022820,2031
tact_dhappq_al_alaq,1,44830268,2031
tact_dhappq_al_alaq,2,44302000,2031
tact_dhappq_al_alaq,3,42314232,2031
tact_dhappq_al_alaq,4,44447472,2031
tact_dhappq_al_alaq,5,42200652,2031
tact_dhappq_al_alaq,6,42915960,2031
tact_dhappq_al_alaq,7,43490752,2031
tact_dhappq_al_alaq,8,44526568,2031
tact_dhappq_al_alaq,9,43734256,2031
tact_dhappq_al_alaq,10,43270856,2031
tact_dhappq_al_alaq,11,43634452,2031
tact_dhappq_al_alaq,12,44031764,2031
tact_dhappq_al_alaq,13,45894860,2031
tact_dhappq_al_alaq,14,44299228,2031
tact_dhappq_al_alaq,15,44598596,2031
tact_dhappq_al_alaq,16,44580128,2031
tact_dhappq_al_alaq,17,42412108,2031
tact_dhappq_al_alaq,18,46864844,2031
tact_dhappq_al_alaq,19,46008028,2031
tact_dhappq_al_alaq,20,45806376,2031
tact_dhappq_al_alaq,21,42707004,2031
tact_dhappq_al_alaq,22,44200168,2031
tact_dhappq_al_alaq,23,44111068,2031
tact_dhappq_al_alaq,24,43810756,2031
tact_dhappq_al_alaq,25,44526480,2031
tact_dhappq_al_alaq,26,43441352,2031
tact_dhappq_al_alaq,27,44674304,2031
tact_dhappq_al_alaq,28,42679216,2031
tact_dhappq_al_alaq,29,44000220,2031
tact_dhappq_al_alaq,30,43312208,2031
tact_dhappq_al_alaq,31,43664556,2031
tact_dhappq_asaq_alaq,0,36506572,2031
tact_dhappq_asaq_alaq,1,35932444,2031
tact_dhappq_asaq_alaq,2,35991996,2031
tact_dhappq_asaq_alaq,3,36476976,2031
tact_dhappq_asaq_alaq,4,36541996,2031
tact_dhappq_asaq_alaq,5,37404600,2031
tact_dhappq_asaq_alaq,6,36550748,2031
tact_dhappq_asaq_alaq,7,37303120,2031
tact_dhappq_asaq_alaq,8,36351828,2031
tact_dhappq_asaq_alaq,9,35592576,2031
tact_dhappq_asaq_alaq,10,37450248,2031
tact_dhappq_asaq_alaq,11,37385384,2031
tact_dhappq_asaq_alaq,12,37423464,2031
tact_dhappq_asaq_alaq,13,36610024,2031
tact_dhappq_asaq_alaq,14,36803056,2031
tact_dhappq_asaq_alaq,15,35985784,2031
tact_dhappq_asaq_alaq,16,35931716,2031
tact_dhappq_asaq_alaq,17,35843952,2031
tact_dhappq_asaq_alaq,18,36468584,2031
tact_dhappq_asaq_alaq,19,35879816,2031
tact_dhappq_asaq_alaq,20,36843112,2031
tact_dhappq_asaq_alaq,21,36923128,2031
tact_dhappq_asaq_alaq,22,36645204,2031
tact_dhappq_asaq_alaq,23,36305068,2031
tact_dhappq_asaq_alaq,24,36301048,2031
tact_dhappq_asaq_alaq,25,36033176,2031
tact_dhappq_asaq_alaq,26,35911676,2031
tact_dhappq_asaq_alaq,27,37486940,2031
tact_dhappq_asaq_alaq,28,37794896,2031
tact_dhappq_asaq_alaq,29,35723060,2031
tact_dhappq_asaq_alaq,30,37018004,2031
tact_dhappq_asaq_alaq,31,36013216,2031
